canonical_image_id,run,pattern,image_relative_path,annotation_relative_path,image_sha256,annotation_sha256,width,height,annotation_count,out_of_bounds_count,duplicate_coordinate_record_count,estimated_fingerprint_area_px,estimated_fingerprint_area_fraction,annotation_density_per_100k_estimated_fingerprint_px,inside_estimated_fingerprint_mask_count,within_16px_edge_count,within_5pct_edge_count,nearest_neighbor_median_px,otsu_dark_ridge_threshold
R3/39_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/39_right_loop.jpg,Pore ground truth/Ground truth/R3/39_right_loop.tsv,137beaaab25c70097575d0585576ebc812a2275fa6097d0b0220a8cb9a06398f,5954e3e478906d9ea9220d490beeeaae5a5c3eab6973bad690e5d1575f3a7ea0,512,512,348,0,0,258786,0.9871902465820312,134.47404419095315,348,36,65,14.866068747318506,134.0
R3/39_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/39_whorl.jpg,Pore ground truth/Ground truth/R3/39_whorl.tsv,95f582374d2f188f53ef42652b608212cc529a57ec1d4268f3b066cbc9286a54,72c0732ecf8e4d69e0274fed20ac92638ba424263483b4571439d4eefa44735c,512,512,454,0,0,262144,1.0,173.187255859375,454,53,84,15.68386874347297,112.0
R3/3_left_loop,R3,left_loop,Pore ground truth/Fingerprint Images/R3/3_left_loop.jpg,Pore ground truth/Ground truth/R3/3_left_loop.tsv,0b48d9320ec6ded434c6ce22e847f553b02136da8b8c2a4eec08f25926a92e74,ba2adec0087e271f3d09f3f667a0cda01fafef04e1b877a16e7ef08e46f736db,512,512,358,0,0,262144,1.0,136.566162109375,358,49,67,14.142135623730951,114.0
R3/3_plain_arch,R3,plain_arch,Pore ground truth/Fingerprint Images/R3/3_plain_arch.jpg,Pore ground truth/Ground truth/R3/3_plain_arch.tsv,38fb7b66ab12f2497fdda7abe93f361e07666ec1670a6124349d5b912dd872f1,0162f7e8a2785e37c502be13c8bd0814e1a733a2fc1df63f769758494575fd4f,512,512,404,0,0,260222,0.9926681518554688,155.2520540154176,404,43,60,16.1245154965971,139.0
R3/3_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/3_right_loop.jpg,Pore ground truth/Ground truth/R3/3_right_loop.tsv,98618c6785f048ad3784aecf0224fc699d2a656e97f4b66e44abe2dd119b6730,cc14a1efa8e1cb44f31e026c578a6a27f9355b2698c298f22e24e1381796ee39,512,512,399,0,0,262144,1.0,152.2064208984375,399,47,77,16.15549442140351,113.0
R3/3_tented_arch,R3,tented_arch,Pore ground truth/Fingerprint Images/R3/3_tented_arch.jpg,Pore ground truth/Ground truth/R3/3_tented_arch.tsv,7e8f44e610c0552acbc5f894d6a9422e1a2fefffd200019c0daf807b6affc66f,cc3dafd5ea08749991d28c58ca2f976efd51296c6d7ca14d3144094461bc84bd,512,512,463,0,0,262144,1.0,176.6204833984375,463,53,89,15.297058540778355,133.0
R3/3_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/3_whorl.jpg,Pore ground truth/Ground truth/R3/3_whorl.tsv,1b860aa6258e7440a603abbd691d620de7efc419d41fef52ce558854a6517657,0cc69060074488a8082187d6e2a59b89fc133147c841a157a3205634803df8c7,512,512,498,0,1,262144,1.0,189.971923828125,498,67,99,15.0,110.0
R3/40_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/40_right_loop.jpg,Pore ground truth/Ground truth/R3/40_right_loop.tsv,1b82362510aca028d37d0dd8a70baebd27f86c308627ab8023a1789a19cde36c,8a69cfb0c32c8cf757de52a1435acd1e673c12c8c11dcbae834de135ff86663e,512,512,337,0,0,260131,0.9923210144042969,129.55011129008076,337,41,54,15.264337522473747,124.0
R3/40_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/40_whorl.jpg,Pore ground truth/Ground truth/R3/40_whorl.tsv,efeb1948791cd927eb4ab4879ef0f42251bb25f0aded7f34fd8607229c1ae211,eb212a23d91177c947ba911b840b95649d996c69abdb21d9d5659cad93ef91d0,512,512,374,0,0,261877,0.9989814758300781,142.8151384046709,374,42,74,15.426022781770563,115.0
R3/41_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/41_right_loop.jpg,Pore ground truth/Ground truth/R3/41_right_loop.tsv,40cf182b1bb1650873c84a88aef50cb690aa1849d6f6e4868e5fbd42fef786cf,9819a7a6e38ec3236c96d94e09c4fdd648a352b340660fb5117a8b7f859388f1,512,512,459,0,1,262144,1.0,175.0946044921875,459,56,78,16.1245154965971,112.0
R3/41_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/41_whorl.jpg,Pore ground truth/Ground truth/R3/41_whorl.tsv,195a8e2442ccf17caef4c772961a388993de642150f2fd6dbd5cc5344f0b3e9a,e10675b85516540cbc9fcc5edda803726b8ddf54388365328967ca30a4b5f543,512,512,316,0,1,259464,0.989776611328125,121.78953534979806,316,27,52,16.06225774829855,126.0
R3/42_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/42_right_loop.jpg,Pore ground truth/Ground truth/R3/42_right_loop.tsv,18c38e124c04c6616515432d44bc5adcf4d8dafbcb3f1226773039e568f9cdba,55d992ec6f45026f0829b492de73a98d5d878c777a77422d86b55a133c0a1d78,512,512,506,0,1,262144,1.0,193.023681640625,506,63,101,16.0312195418814,111.0
R3/42_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/42_whorl.jpg,Pore ground truth/Ground truth/R3/42_whorl.tsv,f009b24c9ddc9e2cadf2235023b7c4257e059814eace05c894acbb4cd5deabaa,d44e36fc149a9c6f865a9d18e20a1d7692900bb0321f5a6a4cd0bd055d6a71c8,512,512,363,0,0,255854,0.9760055541992188,141.87778967692512,360,42,64,15.264337522473747,127.0
R3/43_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/43_right_loop.jpg,Pore ground truth/Ground truth/R3/43_right_loop.tsv,a41738eddca753020b0d89e7f1b5a8168ba102050230f4178179e0aed9d760c5,7dae782071be6d9baad5959d02cc47cdd8486258c1e2baacd8761ea4497b662d,512,512,376,0,1,262144,1.0,143.4326171875,376,46,68,15.426703863441201,113.0
R3/43_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/43_whorl.jpg,Pore ground truth/Ground truth/R3/43_whorl.tsv,14d872c0beaaecc81b4e066f7186a5a00ca82d9fcba47deac3f94917fd59dcb3,39711228e910e4c3d1131cf7883f536b8521e5a1eafc634aa37dd71fc6ca35ae,512,512,498,0,0,262144,1.0,189.971923828125,498,55,94,14.7648230602334,115.0
R3/44_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/44_right_loop.jpg,Pore ground truth/Ground truth/R3/44_right_loop.tsv,46d8699c0a2571e5a249414860677265cdf26025f16ffdb7f046e238d2c7b5ba,dd536fa778cff4b25bef2fa33fa237351cf7ff35d62bc43a7063ca0dc8544fec,512,512,368,0,0,262144,1.0,140.380859375,368,44,69,14.815445903775952,127.0
R3/44_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/44_whorl.jpg,Pore ground truth/Ground truth/R3/44_whorl.tsv,302c69305c9c1398c0109381548f04b89fa581ef799ead637348285b9bc62bb6,eb16d4fac75a53ac2fe3470d562146cae05c603630513301a2467c292f112546,512,512,437,0,1,260025,0.9919166564941406,168.06076338813574,434,51,78,16.0312195418814,113.0
R3/45_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/45_right_loop.jpg,Pore ground truth/Ground truth/R3/45_right_loop.tsv,e8bee941c7196ae43fefd884adb0dfb2878e59c1ce9bbfe844574491a7b39d88,56698ce3d9537f42c8e4104a76e3d5c641d5449bf0f14840aa461895d39c9b57,512,512,337,0,0,261926,0.9991683959960938,128.66229393034672,337,50,75,15.033296378372908,126.0
R3/45_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/45_whorl.jpg,Pore ground truth/Ground truth/R3/45_whorl.tsv,6ce38b735737ae8b135ecbb47cdb6259639dc7f663d941621c00f5e9128d1ab8,7ed32742f4f28a3ec0ee515779d30e6a45a6510029c006f4c81962979ca19552,512,512,397,0,0,251999,0.9612998962402344,157.54030769963373,388,53,72,15.811388300841896,125.0
R3/46_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/46_right_loop.jpg,Pore ground truth/Ground truth/R3/46_right_loop.tsv,54d9a0d36bd67a6f4a83f073c2e1fbe954b9dfd27433e94dcae7b5be1f87986c,6564a3a0de77a2232e121e2aad7c165a34ec8cc3f2ec64ba9c6a11e3179550cc,512,512,401,0,0,262144,1.0,152.9693603515625,401,55,80,16.1245154965971,113.0
R3/46_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/46_whorl.jpg,Pore ground truth/Ground truth/R3/46_whorl.tsv,4548a0037e442c583311fda5322351eeb33187c0add0badd35abdce9199a799a,00620c978deac7161fc87fed60d542e4c70376f22ab37fbb3a6cdd57a6e68319,512,512,426,0,0,254029,0.9690437316894531,167.6973888807971,419,41,79,13.92838827718412,141.0
R3/47_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/47_right_loop.jpg,Pore ground truth/Ground truth/R3/47_right_loop.tsv,5c626788b10c9845273d54d642957837e2a431c00857afaa850c994a1c2d62fa,d4057e772619644f800ac61409bb3ad44565374cea1651d5b9c3a19be9d6fad4,512,512,368,0,0,260410,0.9933853149414062,141.31561767981262,368,49,74,16.34002003147822,119.0
R3/47_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/47_whorl.jpg,Pore ground truth/Ground truth/R3/47_whorl.tsv,0ee101122a8a7ec30d8c3d36821212f0039253da97b468629dd32b63494c1408,f164639c051f71e518b1e55eeda74bd414e1415dfd72096c2c473cec009be413,512,512,348,0,0,262144,1.0,132.75146484375,348,41,65,15.0,118.0
R3/48_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/48_right_loop.jpg,Pore ground truth/Ground truth/R3/48_right_loop.tsv,01cfd09be7e70b5015e3d4d9ac412ac4fb095ddcf7b786a25d94ffee7b80cfe3,465ead88210e00b332b62732442fc10c6c0f7aba8ffe47f53ca071ba8edfd1d4,512,512,324,0,0,261471,0.9974327087402344,123.91431554550982,324,46,65,15.083021164397232,133.0
R3/48_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/48_whorl.jpg,Pore ground truth/Ground truth/R3/48_whorl.tsv,cdf8fb17ea2165bf18c096005aa195733919e9093f3524d89768ccf98ed66fdd,8bcf8309cae65392c4789efb063231ba514699199f735ecf0d4e0abe4057750a,512,512,338,0,0,261926,0.9991683959960938,129.04408115269197,338,42,59,15.426703863441201,115.0
R3/49_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/49_right_loop.jpg,Pore ground truth/Ground truth/R3/49_right_loop.tsv,31f737123c9f689420ae0f298e34867390ea4d040858efa289bce26203533267,a44f15bdc7d4e47e653bd81cdad33c48263319aaf731dbf8e4f86673d9b2a855,512,512,420,0,1,262144,1.0,160.21728515625,420,50,83,16.446820984663685,135.0
R3/49_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/49_whorl.jpg,Pore ground truth/Ground truth/R3/49_whorl.tsv,b7cba0505df0763724089e35737471e2206599fedda57dc626ae2bb4456c44fb,786f21071d04d3c8a45c63232982880dc6cd33f8f467f83a026d73795ca16a96,512,512,474,0,1,261938,0.9992141723632812,180.95885285830997,474,57,84,15.811388300841896,109.0
R3/4_left_loop,R3,left_loop,Pore ground truth/Fingerprint Images/R3/4_left_loop.jpg,Pore ground truth/Ground truth/R3/4_left_loop.tsv,49f9699ecd02979f8a2db656411b6fb0f3b0e93d7ad040ac87754fe411a6529c,15acbaae4d91577b3e836c5c46fc9c1a430ff95ffc198e51d13dc069c2253492,512,512,344,0,0,261934,0.9991989135742188,131.33079325326227,344,39,68,15.264337522473747,119.0
R3/4_plain_arch,R3,plain_arch,Pore ground truth/Fingerprint Images/R3/4_plain_arch.jpg,Pore ground truth/Ground truth/R3/4_plain_arch.tsv,0cf5de09a9b318400daad4c111f5390fccb912a37f27928e10102909e75c47ed,8d9eee2cee8497ccfa9e52d8663774efe07fe4e3fe2f12895365fde24fa94818,512,512,462,0,0,262144,1.0,176.239013671875,462,51,83,16.0312195418814,132.0
R3/4_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/4_right_loop.jpg,Pore ground truth/Ground truth/R3/4_right_loop.tsv,09d1e32ee7a11396baa8536cb16cd9d35b5aee10a07eb3fa91ef3b35583f76f1,aac0db3682dbd6644d2e886f8be6c83a05e37e89f533355102538cbe40461a67,512,512,417,0,0,260463,0.9935874938964844,160.0995150942744,417,57,93,15.524174696260024,134.0
R3/4_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/4_whorl.jpg,Pore ground truth/Ground truth/R3/4_whorl.tsv,ac8a648df5ab0dbd8bbdbde7beb894e96bfc127f9d64fe6b891e42a786145405,1a37a85ff818b749893fbc818c6a277e01be6cd3a59986f62efd9bee8eec5a69,512,512,333,0,0,261796,0.9986724853515625,127.19827652064967,333,52,68,15.620499351813308,125.0
R3/50_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/50_right_loop.jpg,Pore ground truth/Ground truth/R3/50_right_loop.tsv,ee50fa76c388b44461c9d6752340d897fbc0e49227e27998466eaffe62ad5972,e506bdf22b1e397f54bea229933d76385c9b5bd18b439e5a2d26e656aaaf5336,512,512,355,0,0,262144,1.0,135.4217529296875,355,45,67,15.231546211727817,117.0
R3/50_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/50_whorl.jpg,Pore ground truth/Ground truth/R3/50_whorl.tsv,4279a24b3e83f3b8c48bde1f6a9335f7b5b94195fb4c9d749a0929e81fd68c22,6b38a488aad775d7c5a481f81339f523962153899e0b23dd76f19af3bfd65aa4,512,512,389,0,0,262144,1.0,148.3917236328125,389,56,83,15.264337522473747,113.0
R3/51_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/51_right_loop.jpg,Pore ground truth/Ground truth/R3/51_right_loop.tsv,d7fdcc7efd8987eb1b794e8153807f085a7f27373503d13cc5789d38fea2a8cf,e59ec926e81d579fc5ad35e0f232be2715c5a375bb041b11c8d42f90db4023b2,512,512,464,0,1,261655,0.9981346130371094,177.3327473199442,464,61,84,16.0,112.0
R3/51_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/51_whorl.jpg,Pore ground truth/Ground truth/R3/51_whorl.tsv,8511a67e02ce8379695b0fc8c5ab7833073b3fba7799edb7b3e94f75701d5d3b,f3c7e6679318156009951859f8ed9ed23241bb245e4b911fe87c5bb11895165c,512,512,377,0,1,260961,0.9954872131347656,144.46603132268805,377,52,75,15.556349186104045,124.0
R3/52_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/52_right_loop.jpg,Pore ground truth/Ground truth/R3/52_right_loop.tsv,560729a35d15b10aa39a9a2570553b4ad0cae31cea7cc83fe89b266ebc8eeb94,bada568b8ec252bee1fca6e8d5899e8061e428e75522897933f8e358717cd8a1,512,512,486,0,1,262144,1.0,185.394287109375,486,63,101,15.264337522473747,111.0
R3/52_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/52_whorl.jpg,Pore ground truth/Ground truth/R3/52_whorl.tsv,f00de87598254073a68fa8896d89aac07d71f761fed256a7f0d3ecc4fa7cbbb2,8afc9fda41ae3d5d510e1286113800bb9e4a586a6ceceffb1057fa04777911c0,512,512,362,0,0,262144,1.0,138.092041015625,362,43,65,17.0,114.0
R3/53_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/53_right_loop.jpg,Pore ground truth/Ground truth/R3/53_right_loop.tsv,a930b06d459d7f865bf0c91064b11934a4c3aea7e388fe11f170b2989064c4d6,b4f9b49f6454098607a81acf3d034d2ee7e6ddc475ae443bceeafec41aa5623c,512,512,334,0,0,261938,0.9992141723632812,127.51109041070788,334,46,68,16.492422502470642,120.0
R3/53_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/53_whorl.jpg,Pore ground truth/Ground truth/R3/53_whorl.tsv,70cd60e46f5ced4b1417d4653a780fc22a633e521058b5e28c442c944ad55387,d63b0f46b96dd9b1e226974fb1de750f1ab25ecea8b09453d4d3030792536651,512,512,494,0,1,258917,0.9876899719238281,190.79473344739822,494,52,88,15.556349186104045,139.0
R3/54_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/54_right_loop.jpg,Pore ground truth/Ground truth/R3/54_right_loop.tsv,47a0764d81ec22f68345c1002acb2e9fc6d3aa77888770f9fc017bf02b34eab7,d0e69499791fc639a778d94f086f3fb8c66aeb12b27b7bb0a6705c1e0f7632da,512,512,452,0,0,261905,0.9990882873535156,172.58166128939882,452,58,83,15.297058540778355,133.0
R3/54_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/54_whorl.jpg,Pore ground truth/Ground truth/R3/54_whorl.tsv,965328565b60509961bb0ecc4bb7cfed983ea8e3c926b944952449a637e24df9,d5f5cc3dd7fae3d3a0c9470707b13f4f46e90c3826285878166243cde4d9bb54,512,512,459,0,0,262144,1.0,175.0946044921875,459,55,85,16.492422502470642,121.0
R3/55_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/55_right_loop.jpg,Pore ground truth/Ground truth/R3/55_right_loop.tsv,8f779930049f8450fbd35ac821f607fa854ecb6403814beeb9f1ca172b46a5c0,8b0c638347b5abf96cca056a53560a146a058c5b3de1e01793c5d739355a47a9,512,512,418,0,0,262144,1.0,159.454345703125,418,51,83,16.278820596099706,111.0
R3/55_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/55_whorl.jpg,Pore ground truth/Ground truth/R3/55_whorl.tsv,197464749d543559142abc7ad4210b402e2856cbb20db20dcd9c29cf45e2ca1f,18f13f684151c8a83a145e4d8b3f82112b9afa08c4bf026be4b544e2df12262e,512,512,467,0,1,262144,1.0,178.1463623046875,467,58,87,15.620499351813308,110.0
R3/56_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/56_right_loop.jpg,Pore ground truth/Ground truth/R3/56_right_loop.tsv,0a62618e2a1db9d8ea3f82f4cc7c4b94f8b9300408fc5bd01f0d5b4d527082f0,d03f5c5c2d0e07071675a7471c2997852e38b335be21040c1d7a71e21aeedee7,512,512,516,0,1,261513,0.9975929260253906,197.31332667974442,515,55,87,15.280698031626052,111.0
R3/56_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/56_whorl.jpg,Pore ground truth/Ground truth/R3/56_whorl.tsv,7059ba865341bb83103cd74c2a617958711a92067b078a072e5910d368e289e6,70bfbdfacf36c43cffb0e6de52acb8c655c90a6d9d44065d9914f99910b2f879,512,512,414,0,0,257569,0.9825477600097656,160.73362865872835,414,46,71,16.278820596099706,149.0
R3/57_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/57_right_loop.jpg,Pore ground truth/Ground truth/R3/57_right_loop.tsv,92d070b886d55bea379ef271d5948eb8fe44af56b709a9a78be90275e376cd81,4cc4c6d6acd66b741dd65b4672e2feff5e88507749ec4c889812324058924a8c,512,512,457,0,1,262144,1.0,174.3316650390625,457,58,93,15.264337522473747,127.0
R3/57_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/57_whorl.jpg,Pore ground truth/Ground truth/R3/57_whorl.tsv,16eadf113c8a07acf39fea56d4da9ca8faeebe7be2297a28fa12329f6120db4b,0e12a642d7db12de282901f12297e8a0dff87dee6d9f23738da73bc485811be8,512,512,370,0,0,260073,0.9920997619628906,142.2677479015507,368,53,73,15.132421295050364,123.0
R3/58_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/58_right_loop.jpg,Pore ground truth/Ground truth/R3/58_right_loop.tsv,41c16c1c69e6eb9fce9ffe3d3f57b586fe19b68ac74fa27855aededc3438c1b4,843611d2b1b82944fbffca23fef8a868196d6e253a9689a9bfedce755a83225d,512,512,325,0,0,262144,1.0,123.9776611328125,325,39,58,16.1245154965971,115.0
R3/58_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/58_whorl.jpg,Pore ground truth/Ground truth/R3/58_whorl.tsv,874915862fd51dd47dc6025536dd1f3282d8bd4f039b0272bd9af1bb0fe657b7,785baa99cad8af1b80f7e977fd3a5df9d2d3e80a0ca510d2f78d95777e37b039,512,512,403,0,0,261938,0.9992141723632812,153.85320190274032,403,41,71,13.92838827718412,116.0
R3/59_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/59_right_loop.jpg,Pore ground truth/Ground truth/R3/59_right_loop.tsv,d5cb862a4a65f470d4bc88b868dcaf220a279d7fb31239ffe9d05f7fa60eb6d1,0699fa470915cf6950d4b42782069aec415a24a7ed61e4873458f0b6cc711686,512,512,447,0,1,261808,0.99871826171875,170.7358063924708,447,52,91,15.0,127.0
R3/59_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/59_whorl.jpg,Pore ground truth/Ground truth/R3/59_whorl.tsv,011f5eea69283df0a28ded83d4352465b6f5fdbe40e9b745a2b360077a8be12b,6125c019738fd5cbfe2d8bd94704a3ec6ed7cff69f736ade087282f2ab6d6058,512,512,472,0,0,262144,1.0,180.0537109375,472,63,96,16.0312195418814,107.0
R3/5_left_loop,R3,left_loop,Pore ground truth/Fingerprint Images/R3/5_left_loop.jpg,Pore ground truth/Ground truth/R3/5_left_loop.tsv,55073eb6cc31261831d8c923fb7c40a5a663b06c24ab0e0fdc6cd3f5325e3b1f,b60a60054bb000700799c2d7b7194a0579e7a2ab050292bc8fb480196f71ed9f,512,512,467,0,0,262144,1.0,178.1463623046875,467,58,86,16.0312195418814,125.0
R3/5_plain_arch,R3,plain_arch,Pore ground truth/Fingerprint Images/R3/5_plain_arch.jpg,Pore ground truth/Ground truth/R3/5_plain_arch.tsv,450fd0a5ff529f597dbb28faaea580337f5985cbf5e79ccc18c27f6fb13b4909,7dc41aa5180acfe45447df4dbdc7934330358edc2cf69d946b2ae52f8e0abfe7,512,512,432,0,0,261940,0.9992218017578125,164.9232648698175,432,52,75,14.229978343503653,124.0
R3/5_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/5_right_loop.jpg,Pore ground truth/Ground truth/R3/5_right_loop.tsv,8baed0b33ff3f79ab883ea9b71c7d7cf3c6b488c56148517f02ddc892db5ce96,6b1bae4b783493a636ced814b6bb67fd9219444a2f3a9e2a1327c015fe5ee416,512,512,502,0,1,259926,0.9915390014648438,193.13189138447095,496,74,105,15.264337522473747,119.0
R3/5_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/5_whorl.jpg,Pore ground truth/Ground truth/R3/5_whorl.tsv,96c7f34cf76d2d2d8fb25326367cc7f8cd56d5c1f7d72efa2a63beb495f57af3,edd50730970e4f3f795e5cc1266a36d099ed9f5d52a5a0b191ef3e8937448e97,512,512,328,0,0,261938,0.9992141723632812,125.22047202009635,328,55,70,16.278356944130117,114.0
R3/60_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/60_right_loop.jpg,Pore ground truth/Ground truth/R3/60_right_loop.tsv,18faf484aa6a8d9684cf04f5ec6f64558bf208c08a18d672147bc8a5caf05410,767ab78d79e3da07ef91ff8fda660b8d1dbc8656afe2f3833b0f50b9588e81f9,512,512,468,0,3,262144,1.0,178.52783203125,468,55,85,15.132745950421556,110.0
R3/60_whorl,R3,whorl,Pore ground truth/Fingerprint Images/R3/60_whorl.jpg,Pore ground truth/Ground truth/R3/60_whorl.tsv,564a6a85dffbaa8997bf07de6cb0e1c699ba4d6d58f6fa7ee6b76b1524c1088c,1b79f8b44c4cce493a25454c66cdd90f64dd566292a314ee3149b2d6ce0c73e0,512,512,464,0,0,262144,1.0,177.001953125,464,65,90,15.231546211727817,115.0
R3/61_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/61_right_loop.jpg,Pore ground truth/Ground truth/R3/61_right_loop.tsv,220c81214ffd6896d82ff4d557a2a1baac20dfc41ab250742435be4587b777c6,fb3923c30528d7cfb8ef7f8334920c78eb2ae3c9e5494bdcb0b27781b05997a8,512,512,433,0,0,262144,1.0,165.1763916015625,433,57,85,15.132745950421556,119.0
R3/62_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/62_right_loop.jpg,Pore ground truth/Ground truth/R3/62_right_loop.tsv,ef25196f3c4cc745d96c4f882d3bfba664fe15ac1db0404232d4b98829803661,a75f1ebc5a06dd274b047f6050b51818ed220bc2b6a287ae3fab33c5345b5b1f,512,512,405,0,1,261469,0.9974250793457031,154.89407922162854,405,59,81,14.422205101855956,120.0
R3/63_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/63_right_loop.jpg,Pore ground truth/Ground truth/R3/63_right_loop.tsv,9c4146edbcc3e2950fa6a18807dd06514fd0d12848f42dbeb60d004c4bdf05f7,caaf54462e04371d0cf57beafdc73665582cc8f5170804cf51c1147dd29ec0f8,512,512,441,0,0,262144,1.0,168.2281494140625,441,52,85,17.08800749063506,112.0
R3/64_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/64_right_loop.jpg,Pore ground truth/Ground truth/R3/64_right_loop.tsv,7ce940554d0c51368d820002c4616d64eee82875fd9db11b8c022e1174105bbe,441a31394e8c511fd2ec63bfdf4405dff380dc0740b1847d65bc8603d6d5f5ba,512,512,481,0,0,262144,1.0,183.4869384765625,481,60,88,15.0,114.0
R3/65_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/65_right_loop.jpg,Pore ground truth/Ground truth/R3/65_right_loop.tsv,b1499c436c37a7ed8579d165dd18da6db0d4f3d76f6973623c62755d41a6d623,2284c1b89744c595b5c9efc6db81c76e3a95018e048e066ef9d6c02f6f39fd7d,512,512,390,0,0,259998,0.9918136596679688,150.00115385502966,390,52,73,15.731932071670212,134.0
R3/66_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/66_right_loop.jpg,Pore ground truth/Ground truth/R3/66_right_loop.tsv,bdcd22a9e8fe99d06750dcfefec1218685f11c1a8ebb069f3653e3316dfe79b7,98af7051273f036cf070fe7b118faddc6e70fb2746fd9ff9d2554b63d7513d6e,512,512,398,0,0,261852,0.9988861083984375,151.99425629745048,398,61,83,16.522683929858744,113.0
R3/67_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/67_right_loop.jpg,Pore ground truth/Ground truth/R3/67_right_loop.tsv,aa1acb66f447301d3523cd6a428d9cae8650276fa565d4d1cf1450eeeecdf12e,deb1eece265d95e79f1de7ab6878463cdcbfc8c3454c0cd37db1ad35433f9c89,512,512,382,0,0,258006,0.9842147827148438,148.0585722812648,378,44,66,16.34002003147822,118.0
R3/68_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/68_right_loop.jpg,Pore ground truth/Ground truth/R3/68_right_loop.tsv,7204945369d9b25a4260e461be4304a112dff657d8953de0b56a6b6d76c1c03a,d858c60cc5611470c8e5533ee205faa3daddfcee12c58f4408efd455444ec84b,512,512,364,0,0,258324,0.9854278564453125,140.90831668757065,362,48,78,15.652475842498529,126.0
R3/69_right_loop,R3,right_loop,Pore ground truth/Fingerprint Images/R3/69_right_loop.jpg,Pore ground truth/Ground truth/R3/69_right_loop.tsv,9469063bc6c30ec93f5eab27b866016c172d18b74409ee6ee07f924fd9195ca2,3f14b4d3c4a0e1d2b786e80d1fbf7ba861613f49110c5337241484c96beb5a0d,512,512,459,0,1,262144,1.0,175.0946044921875,459,68,97,17.029386365926403,131.0
R3/6_plain_arch,R3,plain_arch,Pore ground truth/Fingerprint Images/R3/6_plain_arch.jpg,Pore ground truth/Ground truth/R3/6_plain_arch.tsv,a268d80dda35611957346e3876333fd53a144e715c35a745b476a0bb96c94e66,cf62d0c5c0b39b4484adf489af2c8c874e68142f094a73694a6ed626d7f37a78,512,512,486,0,0,262144,1.0,185.394287109375,486,67,95,15.264337522473747,122.0
